latitude,longitude,scan,track,confidence,version,instrument,acq_datetime
59.14314,37.85056,0.57,0.52,n,2.0NRT,VIIRS,2025-04-19 00:56:00
59.14729,37.85547,0.57,0.52,n,2.0NRT,VIIRS,2025-04-19 00:56:00
59.14852,37.83313,0.57,0.52,n,2.0NRT,VIIRS,2025-04-19 00:56:00
59.14875,37.86906,0.57,0.52,n,2.0NRT,VIIRS,2025-04-19 00:56:00
59.5308,34.14601,0.43,0.46,n,2.0NRT,VIIRS,2025-04-19 00:56:00
59.53116,34.14438,0.43,0.46,n,2.0NRT,VIIRS,2025-04-19 00:56:00
64.64566,24.42899,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 00:56:00
64.66199,21.28215,0.42,0.37,n,2.0NRT,VIIRS,2025-04-19 00:56:00
64.66534,21.28446,0.42,0.37,n,2.0NRT,VIIRS,2025-04-19 00:56:00
65.55254,22.25248,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 00:56:00
65.55587,22.25496,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 00:56:00
65.56365,22.22253,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 00:56:00
65.56476,22.21382,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 00:56:00
65.75815,24.52776,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 00:56:00
65.76443,24.18001,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 00:56:00
65.76765,24.18271,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 00:56:00
65.7697,24.19373,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 00:56:00
51.13733,37.92988,0.57,0.69,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.13775,37.93133,0.57,0.69,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.14254,36.21091,0.5,0.65,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.14479,36.20443,0.5,0.65,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.14577,36.20714,0.5,0.65,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.25829,37.76783,0.56,0.69,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.63565,40.5272,0.68,0.74,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.63676,40.52329,0.68,0.74,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.65546,40.22712,0.66,0.73,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.98767,40.11882,0.64,0.72,n,2.0NRT,VIIRS,2025-04-19 00:58:00
51.99339,40.12475,0.64,0.72,n,2.0NRT,VIIRS,2025-04-19 00:58:00
52.33197,32.35859,0.32,0.55,n,2.0NRT,VIIRS,2025-04-19 00:58:00
52.55615,39.5696,0.58,0.7,n,2.0NRT,VIIRS,2025-04-19 00:58:00
52.84677,29.99257,0.51,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
52.84787,29.99159,0.51,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.35211,32.10228,0.59,0.53,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.44401,34.41862,0.35,0.57,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.44455,34.41631,0.35,0.57,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.6392,36.12604,0.4,0.6,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.65015,38.823,0.5,0.66,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.68325,35.23363,0.37,0.58,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.68488,35.22861,0.37,0.58,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.8052,33.26463,0.63,0.54,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.84592,32.95541,0.61,0.53,n,2.0NRT,VIIRS,2025-04-19 00:58:00
53.9471,32.71565,0.59,0.53,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.02031,37.87346,0.45,0.63,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.0491,38.02643,0.45,0.63,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.04914,38.02344,0.45,0.63,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.05118,38.02047,0.45,0.63,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.1373,36.35953,0.39,0.59,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.1693,37.71811,0.44,0.62,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.17569,31.80743,0.54,0.51,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.17783,31.79979,0.54,0.51,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.21238,38.92152,0.48,0.64,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.52951,31.45405,0.51,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.5541,35.2852,0.35,0.56,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.55563,35.28034,0.35,0.56,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.5696,22.1782,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.61538,33.57226,0.6,0.53,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.61979,33.57621,0.6,0.53,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.70135,31.94447,0.52,0.5,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.7262,29.96858,0.45,0.47,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.72712,33.04223,0.57,0.52,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.73181,29.96533,0.45,0.47,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.79769,32.36786,0.54,0.51,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.82096,31.17217,0.49,0.48,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.82507,31.17548,0.49,0.48,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.8326,29.55748,0.43,0.46,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.83733,31.18553,0.49,0.48,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.86321,30.9598,0.48,0.48,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.8678,31.47097,0.5,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.87011,33.34886,0.58,0.52,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.87066,33.32836,0.58,0.52,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.91499,31.35257,0.49,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.91924,31.36267,0.49,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.92126,31.36646,0.49,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.92334,31.36604,0.49,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.92537,31.36983,0.49,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.93155,31.37275,0.49,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.93357,31.37657,0.49,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
54.99615,32.10138,0.52,0.5,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.03118,31.93916,0.51,0.49,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.28617,32.35325,0.52,0.5,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.32608,41.74406,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.32912,41.74153,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.44156,42.14302,0.54,0.68,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.4453,42.14106,0.54,0.68,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.46301,42.14748,0.54,0.68,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.52771,31.33015,0.47,0.48,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.52919,31.3247,0.47,0.48,n,2.0NRT,VIIRS,2025-04-19 00:58:00
55.93275,30.0525,0.41,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.08923,44.17385,0.59,0.7,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.24794,30.48884,0.42,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.24955,30.48253,0.42,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.25556,30.26923,0.41,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.25937,30.27238,0.41,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.29169,30.51748,0.42,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.29532,30.74114,0.43,0.46,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.29621,30.6111,0.42,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.2986,30.83748,0.43,0.46,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.29917,30.74441,0.43,0.46,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.30081,30.73804,0.43,0.46,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.31719,30.09027,0.4,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.3182,30.09158,0.4,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.31943,30.09946,0.4,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.32096,30.09339,0.4,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.32321,30.10256,0.4,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.32475,30.09648,0.4,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.34274,30.3704,0.41,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.34566,30.39539,0.41,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.34966,30.36116,0.41,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.38129,30.60606,0.42,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.38352,30.61556,0.42,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.48248,30.35104,0.41,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.48479,30.35242,0.41,0.45,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.6021,30.21289,0.4,0.44,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.6316,30.07599,0.4,0.44,n,2.0NRT,VIIRS,2025-04-19 00:58:00
56.69183,22.5923,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 00:58:00
57.53522,39.77975,0.38,0.59,n,2.0NRT,VIIRS,2025-04-19 00:58:00
57.69078,33.94601,0.49,0.48,n,2.0NRT,VIIRS,2025-04-19 00:58:00
57.71074,18.8054,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 00:58:00
58.27555,6.89031,0.57,0.52,n,2.0NRT,VIIRS,2025-04-19 00:58:00
58.27819,6.89586,0.57,0.52,n,2.0NRT,VIIRS,2025-04-19 00:58:00
58.27859,6.88621,0.57,0.52,n,2.0NRT,VIIRS,2025-04-19 00:58:00
58.28041,6.89059,0.57,0.52,n,2.0NRT,VIIRS,2025-04-19 00:58:00
59.04248,30.61822,0.53,0.42,n,2.0NRT,VIIRS,2025-04-19 00:58:00
59.38355,28.46416,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 00:58:00
59.40209,28.48857,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 00:58:00
46.58781,32.55824,0.51,0.66,n,2.0NRT,VIIRS,2025-04-19 01:00:00
46.58799,32.55679,0.51,0.66,n,2.0NRT,VIIRS,2025-04-19 01:00:00
47.10406,37.3939,0.77,0.77,n,2.0NRT,VIIRS,2025-04-19 01:00:00
47.10576,37.40078,0.77,0.77,n,2.0NRT,VIIRS,2025-04-19 01:00:00
47.10936,37.39132,0.77,0.77,n,2.0NRT,VIIRS,2025-04-19 01:00:00
47.78406,29.01639,0.33,0.55,n,2.0NRT,VIIRS,2025-04-19 01:00:00
47.78703,29.01754,0.33,0.55,n,2.0NRT,VIIRS,2025-04-19 01:00:00
47.78981,28.95628,0.33,0.55,n,2.0NRT,VIIRS,2025-04-19 01:00:00
47.87119,35.16553,0.59,0.7,n,2.0NRT,VIIRS,2025-04-19 01:00:00
47.96524,33.38804,0.5,0.65,n,2.0NRT,VIIRS,2025-04-19 01:00:00
47.97053,33.3896,0.5,0.65,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.45618,17.1916,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.45816,38.77497,0.77,0.78,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.45945,17.19286,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.46199,38.76524,0.77,0.77,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.46574,38.75573,0.77,0.77,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.47125,34.6245,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.47285,34.62814,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.51889,34.63105,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.60408,21.18114,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.60533,21.17503,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.60759,21.18275,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 01:00:00
48.60883,21.17664,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 01:00:00
49.0165,34.23833,0.49,0.65,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.27154,28.25801,0.52,0.5,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.32851,19.28711,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.33181,19.28854,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.3351,19.28997,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.34043,19.3396,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.34141,19.33409,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.34498,19.29427,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.41636,18.14398,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.49112,19.45622,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.49244,19.46864,0.4,0.37,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.54479,26.25861,0.43,0.46,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.7606,25.68748,0.4,0.44,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.76366,5.67139,0.55,0.51,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.76371,5.66988,0.55,0.51,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.85271,28.93429,0.53,0.5,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.85463,28.92718,0.53,0.5,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.90131,30.83461,0.63,0.54,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.95472,28.07788,0.49,0.48,n,2.0NRT,VIIRS,2025-04-19 01:00:00
50.95891,28.08055,0.49,0.48,n,2.0NRT,VIIRS,2025-04-19 01:00:00
51.03588,28.83232,0.52,0.5,n,2.0NRT,VIIRS,2025-04-19 01:00:00
51.04507,2.29724,0.39,0.59,n,2.0NRT,VIIRS,2025-04-19 01:00:00
51.05682,28.82863,0.52,0.5,n,2.0NRT,VIIRS,2025-04-19 01:00:00
51.19409,27.87982,0.47,0.48,n,2.0NRT,VIIRS,2025-04-19 01:00:00
51.20091,27.86858,0.47,0.48,n,2.0NRT,VIIRS,2025-04-19 01:00:00
51.20147,27.86971,0.47,0.48,n,2.0NRT,VIIRS,2025-04-19 01:00:00
51.41208,27.88814,0.47,0.47,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.19897,26.18377,0.38,0.44,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.20276,26.18613,0.38,0.44,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.47549,4.58448,0.63,0.54,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.48013,4.59478,0.63,0.54,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.4852,4.59539,0.63,0.54,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.48563,4.58578,0.63,0.54,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.49265,4.61409,0.63,0.54,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.49448,4.61567,0.63,0.54,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.58454,19.66811,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.58715,19.6937,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:00:00
52.58942,19.70086,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:00:00
53.25907,24.45148,0.48,0.4,n,2.0NRT,VIIRS,2025-04-19 01:00:00
53.26902,24.44187,0.48,0.4,n,2.0NRT,VIIRS,2025-04-19 01:00:00
53.27141,24.44236,0.48,0.4,n,2.0NRT,VIIRS,2025-04-19 01:00:00
38.75103,26.93845,0.48,0.65,n,2.0NRT,VIIRS,2025-04-19 01:02:00
38.75253,26.9333,0.48,0.65,n,2.0NRT,VIIRS,2025-04-19 01:02:00
38.80258,26.93908,0.48,0.65,n,2.0NRT,VIIRS,2025-04-19 01:02:00
38.80624,26.93809,0.48,0.65,n,2.0NRT,VIIRS,2025-04-19 01:02:00
39.35306,22.98721,0.59,0.53,n,2.0NRT,VIIRS,2025-04-19 01:02:00
39.86601,26.24202,0.42,0.61,n,2.0NRT,VIIRS,2025-04-19 01:02:00
40.50368,17.21797,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 01:02:00
40.50472,17.21266,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 01:02:00
40.5128,17.20972,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 01:02:00
40.51736,17.20558,0.46,0.39,n,2.0NRT,VIIRS,2025-04-19 01:02:00
40.6995,22.95289,0.54,0.51,n,2.0NRT,VIIRS,2025-04-19 01:02:00
41.08458,20.00502,0.39,0.44,n,2.0NRT,VIIRS,2025-04-19 01:02:00
41.50302,19.74162,0.55,0.43,n,2.0NRT,VIIRS,2025-04-19 01:02:00
43.95285,18.23494,0.44,0.39,n,2.0NRT,VIIRS,2025-04-19 01:02:00
44.67977,10.06693,0.47,0.4,n,2.0NRT,VIIRS,2025-04-19 01:02:00
45.14626,9.94188,0.48,0.4,n,2.0NRT,VIIRS,2025-04-19 01:02:00
45.38225,11.94976,0.42,0.38,n,2.0NRT,VIIRS,2025-04-19 01:02:00
45.45204,18.03422,0.42,0.38,n,2.0NRT,VIIRS,2025-04-19 01:02:00
45.47832,10.21311,0.47,0.4,n,2.0NRT,VIIRS,2025-04-19 01:02:00
47.17391,7.564,0.42,0.45,n,2.0NRT,VIIRS,2025-04-19 01:02:00
47.83081,18.97687,0.42,0.37,n,2.0NRT,VIIRS,2025-04-19 01:02:00
48.14202,16.4985,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:02:00
49.35746,6.75157,0.48,0.48,n,2.0NRT,VIIRS,2025-04-19 01:02:00
49.35793,6.74485,0.48,0.48,n,2.0NRT,VIIRS,2025-04-19 01:02:00
49.50623,5.96154,0.52,0.5,n,2.0NRT,VIIRS,2025-04-19 01:02:00
27.11868,14.38726,0.55,0.43,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.11886,14.39093,0.56,0.43,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.57879,22.40416,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.57963,18.4704,0.62,0.54,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.57973,22.40391,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.58007,18.47051,0.62,0.54,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.58482,22.40614,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.58494,18.47188,0.62,0.54,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.58576,22.40591,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.59397,21.61892,0.48,0.64,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.64348,22.48301,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.64542,22.5009,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.65186,9.90205,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.65694,22.48171,0.53,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.70307,9.1733,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.72629,9.87997,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.73606,9.1798,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.75079,9.15077,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.81074,22.43401,0.52,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.81161,22.43303,0.52,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.92482,9.25106,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.93123,8.37367,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.9327,8.37672,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.9465,22.38355,0.52,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.94749,22.38319,0.52,0.67,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.98098,19.90414,0.37,0.58,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.98621,19.90574,0.37,0.58,h,2.0NRT,VIIRS,2025-04-19 01:05:00
27.98648,22.32951,0.51,0.66,n,2.0NRT,VIIRS,2025-04-19 01:05:00
27.98781,22.32439,0.51,0.66,h,2.0NRT,VIIRS,2025-04-19 01:05:00
28.05513,19.91431,0.37,0.58,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.05602,19.91055,0.37,0.58,h,2.0NRT,VIIRS,2025-04-19 01:05:00
28.05979,9.83333,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.06309,9.834,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.07716,9.78872,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.08046,9.78939,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.08108,9.7855,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.08438,9.78617,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.0963,21.37396,0.45,0.63,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.10028,19.25355,0.34,0.56,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.10107,19.25015,0.34,0.56,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.10195,21.37577,0.45,0.63,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.12833,18.79309,0.63,0.54,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.15793,21.22538,0.44,0.62,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.18944,9.80642,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.20782,19.91506,0.37,0.58,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.2087,19.91142,0.37,0.58,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.20884,19.91662,0.37,0.58,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.2097,19.91299,0.37,0.58,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.28414,19.92289,0.36,0.58,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.37003,21.93867,0.48,0.64,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.37299,21.94165,0.48,0.64,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.44736,9.13862,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.44797,9.13471,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.45127,9.13536,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.45564,19.52147,0.34,0.56,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.45834,7.51948,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.46335,9.05715,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.46665,9.0578,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.47159,21.82485,0.47,0.64,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.47716,7.51008,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.5275,9.12185,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.55919,7.51895,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.5601,7.4633,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.57469,7.65422,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.57787,7.65766,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.57809,7.65484,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.57845,7.6535,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.57986,17.32883,0.51,0.49,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.58068,17.33097,0.51,0.49,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.58431,17.33011,0.51,0.49,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.59964,7.25803,0.42,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.60308,7.25864,0.42,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.60523,7.51299,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.61728,7.69889,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.61949,7.70781,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.63263,9.79274,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.63387,9.78494,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.63593,7.61708,0.41,0.37,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.63716,9.78561,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.63778,9.78171,0.38,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.68506,7.19288,0.42,0.38,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.69241,22.37591,0.5,0.65,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.69457,22.37511,0.5,0.65,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.70527,8.93749,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.70702,21.45122,0.44,0.62,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.71007,9.03436,0.39,0.36,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.71027,21.38325,0.43,0.62,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.7106,21.45499,0.44,0.62,n,2.0NRT,VIIRS,2025-04-19 01:05:00
28.7117,21.45053,0.44,0.62,n,2.0NRT,VIIRS,2025-04-19 01:05:00
