latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
26.08538,93.24642,341.63,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,300.43,3.65,D
26.08583,93.25043,333.04,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.43,3.65,D
26.08846,93.27362,353.34,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.71,8.68,D
26.08895,93.24182,342.03,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,301.41,1.62,D
26.09076,93.2578,338.38,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,300.41,4.61,D
26.09122,93.26176,344.18,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,304.22,9.37,D
26.09166,93.26566,342.26,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,302.17,9.37,D
26.09208,93.26942,341.65,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.88,8.68,D
26.09298,93.24127,342.45,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.83,3.61,D
26.09569,93.26508,340.4,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,302.54,10.75,D
26.09613,93.26892,341.76,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,300.48,11.72,D
26.09855,92.02779,330.26,0.5,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,296.57,3.91,D
26.10238,93.25191,341.38,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.32,3.86,D
26.10372,93.26361,346.19,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,301.71,4,D
26.11788,93.3156,352.43,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.72,15.73,D
26.12592,93.314,334.57,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.93,11.35,D
26.12637,93.31795,340.69,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.68,11.52,D
26.13074,93.53867,332.56,0.4,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.29,6.47,D
26.14295,88.1305,334.86,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,299.88,2.78,D
26.14975,93.2366,342.59,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.76,5.09,D
26.15018,93.20538,345.53,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.64,8.66,D
26.15371,93.20075,335.45,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.73,4.52,D
26.15417,93.20463,356.73,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,303.34,12.18,D
26.15463,93.2085,346.97,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,301.49,12.18,D
26.15814,93.20365,367,0.38,0.44,2025-04-19,718,N,VIIRS,h,2.0NRT,300.37,12.18,D
26.15854,93.17252,331.52,0.38,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,299.3,2.24,D
26.1586,93.20751,352.29,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,300.77,12.18,D
26.1599,93.18404,347.17,0.38,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,299.02,4.27,D
26.16035,93.18782,344.46,0.38,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,298.65,5.22,D
26.16035,96.57072,330.83,0.61,0.54,2025-04-19,718,N,VIIRS,n,2.0NRT,290.48,4.09,D
26.16047,93.18357,340.38,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.04,5.71,D
26.16079,93.19156,336.5,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.07,5.22,D
26.16089,93.18736,345.53,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.78,5.15,D
26.16132,93.19113,340.57,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,300.07,5.15,D
26.1639,93.18335,335.38,0.38,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,300.46,4.27,D
26.16436,93.18716,349.64,0.38,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,301.28,5.22,D
26.1649,93.18668,350.38,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,302.03,5.15,D
26.16623,93.23743,348.12,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.32,4.97,D
26.16646,93.23698,345.72,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.74,4.8,D
26.17863,93.19981,352.26,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,302.46,6.94,D
26.1798,93.4586,355.37,0.4,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,300.32,29.48,D
26.20019,93.74525,346.94,0.41,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,291.85,6.69,D
26.20111,96.14066,342.83,0.58,0.52,2025-04-19,718,N,VIIRS,n,2.0NRT,294.95,7.51,D
26.21071,92.91685,336.68,0.56,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,297.88,7.08,D
26.21821,93.29568,349.94,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,301.64,40.47,D
26.22125,93.32235,331.32,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,295.77,4.11,D
26.22201,93.2571,343.62,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.92,4.15,D
26.22226,93.29513,356.06,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,295.49,15.65,D
26.22572,93.25366,331.99,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.33,2.68,D
26.22674,93.29832,342.24,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,293.79,15.65,D
26.23086,93.74614,332.03,0.41,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,297.21,2.7,D
26.23807,93.28955,335.67,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,295.27,8.34,D
26.24039,93.71738,356.92,0.41,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,299.67,18.65,D
26.24214,93.2892,367,0.39,0.44,2025-04-19,718,N,VIIRS,h,2.0NRT,303.57,8.34,D
26.24258,93.293,347.64,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.07,10.16,D
26.24268,93.25835,355.69,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.51,12.78,D
26.24376,93.78704,331.01,0.42,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,289.59,2.68,D
26.24406,93.71236,336.35,0.41,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,294.99,9.83,D
26.24453,93.71668,344.05,0.41,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,297.27,9.83,D
26.24577,93.28508,343.84,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,300.74,18.52,D
26.24621,93.28886,344.28,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.91,18.52,D
26.24666,93.29276,349.81,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.4,25.75,D
26.2503,93.28861,296.25,0.39,0.44,2025-04-19,718,N,VIIRS,l,2.0NRT,298.74,18.52,D
26.25074,93.29246,347.54,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.29,25.75,D
26.25155,92.86366,344.77,0.56,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,293.63,31.6,D
26.25168,93.26511,335.56,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.95,5.29,D
26.25527,93.26075,343.76,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.35,5.29,D
26.2555,92.86309,344.41,0.56,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,294.6,24.44,D
26.25566,93.29945,356.5,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.9,20.81,D
26.25572,93.2646,342.59,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.48,5.29,D
26.2562,93.19863,330.94,0.39,0.44,2025-04-19,718,N,VIIRS,l,2.0NRT,301.42,3.48,D
26.25665,93.20242,342.93,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,302.03,3.48,D
26.25885,93.29142,337.05,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.64,35.5,D
26.2593,93.29532,341.94,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,310.48,35.5,D
26.25974,93.29907,340.73,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,295.24,20.81,D
26.26064,93.27153,352.57,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.08,11.06,D
26.26326,93.00081,336.32,0.56,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,297.4,4.99,D
26.26334,93.29466,347.8,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,293.42,9.21,D
26.26599,93.28215,334.52,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.93,2.57,D
26.26825,93.26633,341.52,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,295.55,9.86,D
26.26868,93.27003,331.6,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,288.61,9.86,D
26.27001,93.28139,346.92,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.3,7.92,D
26.27139,93.25812,350.14,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.07,14.7,D
26.27183,93.26189,356.25,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.77,14.7,D
26.27227,93.26562,367,0.39,0.44,2025-04-19,718,N,VIIRS,h,2.0NRT,302.8,9.86,D
26.2727,93.26933,352.85,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,301.27,9.86,D
26.27496,93.25362,333.31,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.87,36.44,D
26.2752,93.25097,336.32,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.84,107.31,D
26.2754,93.25735,367,0.39,0.44,2025-04-19,718,N,VIIRS,h,2.0NRT,335.62,139.13,D
26.27585,93.26116,367,0.39,0.44,2025-04-19,718,N,VIIRS,h,2.0NRT,297.77,139.13,D
26.27629,93.26494,367,0.39,0.44,2025-04-19,718,N,VIIRS,h,2.0NRT,302.81,11.07,D
26.27645,93.26222,351.36,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.82,196.81,D
26.27673,93.26866,353.56,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,301.25,11.07,D
26.27687,93.26598,367,0.39,0.44,2025-04-19,718,N,VIIRS,h,2.0NRT,303.8,8.23,D
26.27729,93.26973,341.56,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.52,8.23,D
26.28078,93.26813,350.78,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.46,11.07,D
26.28092,93.26544,344.92,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.8,8.23,D
26.28122,93.2719,333.07,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,294.57,4.94,D
26.28134,93.26921,342.1,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,294.83,8.23,D
26.28499,93.26515,345.46,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,295.21,8.41,D
26.28527,92.2086,334.81,0.51,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,298.01,4.56,D
26.28691,93.10122,332.07,0.57,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,300.83,4.49,D
26.29352,93.12353,340.47,0.38,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,298.6,3.11,D
26.31565,96.07759,329.04,0.57,0.52,2025-04-19,718,N,VIIRS,n,2.0NRT,294.31,3.76,D
26.33052,93.16135,343.86,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,312.99,43.13,D
26.33404,93.15641,342.76,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.33,43.13,D
26.33446,93.16005,354.9,0.38,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,305.11,43.13,D
26.33794,93.19007,340.8,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.12,4.8,D
26.34833,93.27988,331.43,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,295.78,3.72,D
26.35411,93.2588,337.8,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.06,2.78,D
26.35514,91.9929,332.93,0.5,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,301.95,2.49,D
26.35878,93.29903,355.22,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.22,12.72,D
26.36544,93.25014,352.63,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,300.59,14.75,D
26.36951,93.24982,342.02,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.2,14.75,D
26.37075,96.10471,330.75,0.58,0.52,2025-04-19,718,N,VIIRS,n,2.0NRT,292.05,6.15,D
26.37129,96.1106,331.18,0.58,0.52,2025-04-19,718,N,VIIRS,n,2.0NRT,292.37,6.6,D
26.37284,96.1126,331.36,0.58,0.52,2025-04-19,718,N,VIIRS,n,2.0NRT,292.74,7.95,D
26.38337,93.85191,340.17,0.42,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,297.44,4.28,D
26.39267,93.8204,337.8,0.42,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,295.68,3.55,D
26.39314,93.82466,330.53,0.42,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,295.63,3.45,D
26.40829,81.25536,332.37,0.44,0.46,2025-04-19,718,N,VIIRS,l,2.0NRT,303.5,3.37,D
26.43447,87.41778,339.33,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,309.24,4.98,D
26.43505,87.42162,334.51,0.38,0.36,2025-04-19,718,N,VIIRS,l,2.0NRT,306.61,4.98,D
26.43937,94.37168,341.86,0.45,0.47,2025-04-19,718,N,VIIRS,n,2.0NRT,293.52,5.42,D
26.43961,74.37799,340.01,0.56,0.69,2025-04-19,718,N,VIIRS,n,2.0NRT,313.55,5.15,D
26.45906,77.27813,367,0.37,0.58,2025-04-19,718,N,VIIRS,h,2.0NRT,313.79,8.97,D
26.46434,77.27662,367,0.37,0.58,2025-04-19,718,N,VIIRS,h,2.0NRT,310.31,8.97,D
26.47555,81.50618,335.11,0.42,0.45,2025-04-19,718,N,VIIRS,n,2.0NRT,304.51,3.97,D
26.49899,87.42192,341.6,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,307.17,3.08,D
26.5153,87.50574,334.18,0.38,0.36,2025-04-19,718,N,VIIRS,l,2.0NRT,307.72,2.74,D
26.5186,87.5051,342.25,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,307.23,4.9,D
26.5531,92.36085,331.74,0.53,0.42,2025-04-19,718,N,VIIRS,n,2.0NRT,300.3,2.64,D
26.55695,92.36027,340.87,0.53,0.42,2025-04-19,718,N,VIIRS,n,2.0NRT,299.82,20.91,D
26.57712,73.98502,347.69,0.58,0.7,2025-04-19,718,N,VIIRS,n,2.0NRT,314.96,5.16,D
26.63972,79.47538,336.36,0.55,0.51,2025-04-19,718,N,VIIRS,n,2.0NRT,300.02,3.06,D
26.64087,79.48083,337.04,0.55,0.51,2025-04-19,718,N,VIIRS,n,2.0NRT,300.8,3.06,D
26.64249,79.47806,347.51,0.55,0.51,2025-04-19,718,N,VIIRS,n,2.0NRT,300.63,7.66,D
26.76227,86.51344,334.81,0.39,0.36,2025-04-19,718,N,VIIRS,l,2.0NRT,307.33,1.9,D
26.76268,75.78033,340.14,0.45,0.63,2025-04-19,718,N,VIIRS,l,2.0NRT,311.72,3.96,D
26.78074,86.60686,332.5,0.39,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,302.63,1.68,D
26.94054,87.56335,340.47,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,304.68,4.8,D
26.94384,87.56272,342.46,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,305.66,4.8,D
26.9498,77.34777,340.78,0.36,0.57,2025-04-19,718,N,VIIRS,l,2.0NRT,310.86,2.62,D
26.95088,83.54336,344.7,0.49,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,300.01,7.02,D
26.97268,87.30772,336.83,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,302.59,4.01,D
26.97835,83.65258,337.3,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,301.32,2.9,D
27.00407,83.62679,337.32,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,300.84,5.01,D
27.01287,91.39871,333.38,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,299.73,5.54,D
27.03823,83.61105,330.14,0.48,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,300.78,1.74,D
27.04992,83.63338,333.48,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,299.91,3.66,D
27.05357,83.63257,333.06,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,299.39,3.66,D
27.07331,87.1897,347,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,306.32,8.87,D
27.07391,87.1936,344.2,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,306.07,11.04,D
27.07721,87.19295,352.73,0.38,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,305.51,11.04,D
27.08672,83.58508,333.05,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,302.08,4.11,D
27.10142,77.60172,339.36,0.35,0.56,2025-04-19,718,N,VIIRS,n,2.0NRT,308.26,2.35,D
27.10173,88.4159,341.61,0.39,0.36,2025-04-19,718,N,VIIRS,n,2.0NRT,303.99,8.81,D
27.1023,77.60056,341.15,0.35,0.56,2025-04-19,718,N,VIIRS,n,2.0NRT,307.31,1.6,D
27.15451,87.25751,332.59,0.38,0.36,2025-04-19,718,N,VIIRS,l,2.0NRT,304.53,1.58,D
27.18025,83.05363,343.54,0.51,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,304.31,7.33,D
27.19078,83.53824,330.82,0.48,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,303.02,1.17,D
27.20817,82.76968,332.95,0.52,0.42,2025-04-19,718,N,VIIRS,n,2.0NRT,301.55,1.46,D
27.21141,87.23072,332.35,0.38,0.36,2025-04-19,718,N,VIIRS,l,2.0NRT,306.76,2.51,D
27.22759,83.3091,336.13,0.49,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,300.87,13.96,D
27.23102,83.61419,331.38,0.48,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,302.58,3.36,D
27.23247,83.1888,336.44,0.5,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,302.25,3.7,D
27.23355,83.71275,337.73,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,301,3.09,D
27.23387,82.65348,343.53,0.53,0.42,2025-04-19,718,N,VIIRS,n,2.0NRT,301.68,6.14,D
27.24235,83.65637,335.37,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,301.31,2.58,D
27.24381,83.68575,334.99,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,300.15,1.82,D
27.24466,83.6905,343.39,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,303.62,6.76,D
27.2478,83.72923,333.07,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,301.92,3.46,D
27.24973,83.71895,339,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,304.33,3.01,D
27.25191,83.68887,333.24,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,302.27,2.34,D
27.25378,83.7207,330.87,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,304.23,3.81,D
27.2542,83.72286,330.93,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,303.05,3.01,D
27.25433,93.07227,339.82,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.19,4.35,D
27.26209,87.27279,331.86,0.38,0.36,2025-04-19,718,N,VIIRS,l,2.0NRT,304.18,3.78,D
27.27032,83.68742,338.2,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,302.53,2.94,D
27.27464,83.7111,330.17,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,301.6,1.83,D
27.27643,84.55312,333.5,0.44,0.38,2025-04-19,718,N,VIIRS,l,2.0NRT,299.84,4.77,D
27.27687,83.66122,331.44,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,303.55,3.44,D
27.27773,83.66597,332.98,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,303.75,1.77,D
27.28136,83.66516,335.09,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,303.31,1.89,D
27.29225,83.66269,332.59,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,302.86,4.97,D
27.29864,83.65629,342.82,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,302.83,3.02,D
27.30227,83.65546,367,0.47,0.4,2025-04-19,718,N,VIIRS,h,2.0NRT,306.2,49.42,D
27.30313,83.66022,346.99,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,303.06,9.57,D
27.31012,92.84762,334.95,0.57,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,298.58,12.63,D
27.31101,92.88945,335.67,0.57,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,296.73,10.98,D
27.31146,92.85892,343.03,0.57,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,297.97,10.66,D
27.31156,92.84527,334.43,0.57,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,298.82,9.84,D
27.31217,92.88705,335.9,0.57,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,296.07,10.29,D
27.31285,92.85677,346.11,0.57,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,295.39,16.28,D
27.32251,83.50303,341.81,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,302.31,6.89,D
27.32368,83.50086,337.23,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,301.04,5.41,D
27.32963,82.87454,344.85,0.52,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,301.82,17.5,D
27.33061,82.8797,334.45,0.52,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,298.93,17.5,D
27.34435,83.2896,341.1,0.49,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,301.94,4.37,D
27.3717,93.05322,350.27,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,298.81,8.34,D
27.3733,83.19503,330.8,0.5,0.41,2025-04-19,718,N,VIIRS,l,2.0NRT,301.22,2.81,D
27.37489,83.19716,333.19,0.5,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,301.72,3.77,D
27.38298,83.45906,333.13,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,303.13,2.49,D
27.38324,83.41854,341.26,0.49,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,302.94,3.79,D
27.38355,92.97696,338.96,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,299.46,7.99,D
27.38399,92.98084,336.35,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.43,7.77,D
27.38602,83.41283,333.75,0.49,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,302.22,3.79,D
27.38893,83.21737,334.31,0.5,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,302.06,2.88,D
27.38972,83.21449,337.83,0.5,0.41,2025-04-19,718,N,VIIRS,n,2.0NRT,301.9,3.82,D
27.39226,92.98149,331.5,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.13,4.09,D
27.3927,92.98534,335.6,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,297.35,4.09,D
27.40699,83.42325,330.59,0.48,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,302.33,3.2,D
27.40787,83.42811,330.57,0.48,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,304.37,3.31,D
27.40874,83.43298,338.66,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,302.95,3.31,D
27.41116,83.67704,336.8,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,304.61,5.29,D
27.41153,83.42727,345.01,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,304.93,3.31,D
27.41241,83.43214,333.64,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,303.2,3.31,D
27.41431,83.63187,333.55,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,303.95,2.61,D
27.41478,83.67622,332.26,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,303.67,3.03,D
27.42242,83.63499,332.98,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,303.44,9.23,D
27.42262,83.61514,331.74,0.48,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,300.71,2.08,D
27.4232,92.50095,341.51,0.55,0.43,2025-04-19,718,N,VIIRS,n,2.0NRT,294.22,10.72,D
27.42328,83.63975,341.26,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,305.71,9.23,D
27.4239,93.00682,343.57,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.56,6.52,D
27.42394,93.00663,345.67,0.39,0.44,2025-04-19,718,N,VIIRS,n,2.0NRT,296.19,7.22,D
27.42414,83.6445,344.81,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,306.06,6.43,D
27.42499,83.64925,338.72,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,303.56,6.43,D
27.4269,83.63892,347.28,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,304.58,9.23,D
27.42776,83.64368,337.01,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,302.27,6.43,D
27.43032,83.65791,340.03,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,304.75,4.79,D
27.43117,83.66265,334.34,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,303.68,2.96,D
27.43202,83.6674,333.31,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,303.53,2.96,D
27.43309,83.65235,352.05,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,308.51,23.67,D
27.43394,83.65709,338.24,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,304.42,23.67,D
27.43565,83.66657,334.57,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,303.86,3.03,D
27.43717,84.04905,330,0.46,0.39,2025-04-19,718,N,VIIRS,l,2.0NRT,298.13,3.7,D
27.43842,83.66102,342.68,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,305.12,3.03,D
27.43927,83.66576,333.76,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,303.98,3.03,D
27.44204,83.6602,330.91,0.47,0.4,2025-04-19,718,N,VIIRS,l,2.0NRT,304.09,3.15,D
27.45623,83.61449,348.15,0.47,0.4,2025-04-19,718,N,VIIRS,n,2.0NRT,303.83,10.95,D
