latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
59.14314,37.85056,295.68,0.57,0.52,2025-04-19,56,N,VIIRS,n,2.0NRT,283.15,2.16,N
59.14729,37.85547,301.16,0.57,0.52,2025-04-19,56,N,VIIRS,n,2.0NRT,283.88,2.16,N
59.14852,37.83313,312.48,0.57,0.52,2025-04-19,56,N,VIIRS,n,2.0NRT,283.1,2.64,N
59.14875,37.86906,312.46,0.57,0.52,2025-04-19,56,N,VIIRS,n,2.0NRT,283.93,3.32,N
59.5308,34.14601,310.43,0.43,0.46,2025-04-19,56,N,VIIRS,n,2.0NRT,280.78,1.97,N
59.53116,34.14438,308.12,0.43,0.46,2025-04-19,56,N,VIIRS,n,2.0NRT,279.91,1.13,N
64.64566,24.42899,326.58,0.39,0.36,2025-04-19,56,N,VIIRS,n,2.0NRT,276.36,2.44,N
64.66199,21.28215,305.91,0.42,0.37,2025-04-19,56,N,VIIRS,n,2.0NRT,274.61,1.6,N
64.66534,21.28446,320.66,0.42,0.37,2025-04-19,56,N,VIIRS,n,2.0NRT,277.42,1.6,N
65.55254,22.25248,333.67,0.41,0.37,2025-04-19,56,N,VIIRS,n,2.0NRT,272.96,4.7,N
65.55587,22.25496,315.94,0.41,0.37,2025-04-19,56,N,VIIRS,n,2.0NRT,272.93,1.43,N
65.56365,22.22253,335.01,0.41,0.37,2025-04-19,56,N,VIIRS,n,2.0NRT,277.47,4.45,N
65.56476,22.21382,315.4,0.41,0.37,2025-04-19,56,N,VIIRS,n,2.0NRT,276.35,2.45,N
65.75815,24.52776,302.01,0.39,0.36,2025-04-19,56,N,VIIRS,n,2.0NRT,274.1,0.9,N
65.76443,24.18001,302.95,0.4,0.37,2025-04-19,56,N,VIIRS,n,2.0NRT,272.25,1.4,N
65.76765,24.18271,299.27,0.4,0.37,2025-04-19,56,N,VIIRS,n,2.0NRT,273.09,1.4,N
65.7697,24.19373,322.68,0.4,0.37,2025-04-19,56,N,VIIRS,n,2.0NRT,273.62,2.27,N
51.13733,37.92988,319.65,0.57,0.69,2025-04-19,58,N,VIIRS,n,2.0NRT,277.26,2.27,N
51.13775,37.93133,319.85,0.57,0.69,2025-04-19,58,N,VIIRS,n,2.0NRT,277.7,2.01,N
51.14254,36.21091,311.69,0.5,0.65,2025-04-19,58,N,VIIRS,n,2.0NRT,276.19,1.74,N
51.14479,36.20443,301.64,0.5,0.65,2025-04-19,58,N,VIIRS,n,2.0NRT,276.32,2.4,N
51.14577,36.20714,324.32,0.5,0.65,2025-04-19,58,N,VIIRS,n,2.0NRT,276.85,2.75,N
51.25829,37.76783,297.88,0.56,0.69,2025-04-19,58,N,VIIRS,n,2.0NRT,280.8,1.19,N
51.63565,40.5272,300.87,0.68,0.74,2025-04-19,58,N,VIIRS,n,2.0NRT,277.25,1.39,N
51.63676,40.52329,297.57,0.68,0.74,2025-04-19,58,N,VIIRS,n,2.0NRT,275.87,1.39,N
51.65546,40.22712,298.88,0.66,0.73,2025-04-19,58,N,VIIRS,n,2.0NRT,279.33,0.57,N
51.98767,40.11882,297.07,0.64,0.72,2025-04-19,58,N,VIIRS,n,2.0NRT,272.88,0.98,N
51.99339,40.12475,299.24,0.64,0.72,2025-04-19,58,N,VIIRS,n,2.0NRT,273.81,1.01,N
52.33197,32.35859,297.08,0.32,0.55,2025-04-19,58,N,VIIRS,n,2.0NRT,271.45,0.6,N
52.55615,39.5696,328.12,0.58,0.7,2025-04-19,58,N,VIIRS,n,2.0NRT,262.32,2.62,N
52.84677,29.99257,337,0.51,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,281.36,5.41,N
52.84787,29.99159,329.53,0.51,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,281.68,3.3,N
53.35211,32.10228,300,0.59,0.53,2025-04-19,58,N,VIIRS,n,2.0NRT,279.43,0.85,N
53.44401,34.41862,323.95,0.35,0.57,2025-04-19,58,N,VIIRS,n,2.0NRT,284.78,2.47,N
53.44455,34.41631,314.32,0.35,0.57,2025-04-19,58,N,VIIRS,n,2.0NRT,283.32,2.04,N
53.6392,36.12604,312.95,0.4,0.6,2025-04-19,58,N,VIIRS,n,2.0NRT,277.81,1.14,N
53.65015,38.823,295.49,0.5,0.66,2025-04-19,58,N,VIIRS,n,2.0NRT,279.11,0.54,N
53.68325,35.23363,296.84,0.37,0.58,2025-04-19,58,N,VIIRS,n,2.0NRT,273.3,0.55,N
53.68488,35.22861,295.15,0.37,0.58,2025-04-19,58,N,VIIRS,n,2.0NRT,275.68,0.55,N
53.8052,33.26463,296.21,0.63,0.54,2025-04-19,58,N,VIIRS,n,2.0NRT,277.39,0.83,N
53.84592,32.95541,297.97,0.61,0.53,2025-04-19,58,N,VIIRS,n,2.0NRT,280.53,1.35,N
53.9471,32.71565,296.71,0.59,0.53,2025-04-19,58,N,VIIRS,n,2.0NRT,279.9,1.71,N
54.02031,37.87346,300.12,0.45,0.63,2025-04-19,58,N,VIIRS,n,2.0NRT,279.28,0.62,N
54.0491,38.02643,299.91,0.45,0.63,2025-04-19,58,N,VIIRS,n,2.0NRT,280.49,1.14,N
54.04914,38.02344,298.45,0.45,0.63,2025-04-19,58,N,VIIRS,n,2.0NRT,280.54,1.52,N
54.05118,38.02047,296.13,0.45,0.63,2025-04-19,58,N,VIIRS,n,2.0NRT,280.14,1.34,N
54.1373,36.35953,295.71,0.39,0.59,2025-04-19,58,N,VIIRS,n,2.0NRT,277.46,0.57,N
54.1693,37.71811,296.11,0.44,0.62,2025-04-19,58,N,VIIRS,n,2.0NRT,279.75,0.84,N
54.17569,31.80743,296.46,0.54,0.51,2025-04-19,58,N,VIIRS,n,2.0NRT,278.89,1.17,N
54.17783,31.79979,297.08,0.54,0.51,2025-04-19,58,N,VIIRS,n,2.0NRT,279.3,1.58,N
54.21238,38.92152,296.17,0.48,0.64,2025-04-19,58,N,VIIRS,n,2.0NRT,278.53,1.37,N
54.52951,31.45405,295.06,0.51,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,280.35,0.88,N
54.5541,35.2852,302.82,0.35,0.56,2025-04-19,58,N,VIIRS,n,2.0NRT,277.51,0.43,N
54.55563,35.28034,308.64,0.35,0.56,2025-04-19,58,N,VIIRS,n,2.0NRT,278.84,1.38,N
54.5696,22.1782,302.43,0.41,0.37,2025-04-19,58,N,VIIRS,n,2.0NRT,283.25,1.01,N
54.61538,33.57226,299.38,0.6,0.53,2025-04-19,58,N,VIIRS,n,2.0NRT,279.66,1.4,N
54.61979,33.57621,303.37,0.6,0.53,2025-04-19,58,N,VIIRS,n,2.0NRT,279.82,1.26,N
54.70135,31.94447,303.47,0.52,0.5,2025-04-19,58,N,VIIRS,n,2.0NRT,280.68,1.03,N
54.7262,29.96858,295.56,0.45,0.47,2025-04-19,58,N,VIIRS,n,2.0NRT,280.51,0.8,N
54.72712,33.04223,296.36,0.57,0.52,2025-04-19,58,N,VIIRS,n,2.0NRT,280.74,0.77,N
54.73181,29.96533,297.03,0.45,0.47,2025-04-19,58,N,VIIRS,n,2.0NRT,281.06,0.8,N
54.79769,32.36786,304.08,0.54,0.51,2025-04-19,58,N,VIIRS,n,2.0NRT,278.67,1.12,N
54.82096,31.17217,295.34,0.49,0.48,2025-04-19,58,N,VIIRS,n,2.0NRT,276.78,1.06,N
54.82507,31.17548,300.46,0.49,0.48,2025-04-19,58,N,VIIRS,n,2.0NRT,277.71,0.89,N
54.8326,29.55748,296.04,0.43,0.46,2025-04-19,58,N,VIIRS,n,2.0NRT,281.94,0.54,N
54.83733,31.18553,303.31,0.49,0.48,2025-04-19,58,N,VIIRS,n,2.0NRT,277.66,1.24,N
54.86321,30.9598,307.63,0.48,0.48,2025-04-19,58,N,VIIRS,n,2.0NRT,277.4,0.91,N
54.8678,31.47097,309.44,0.5,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,280.64,0.88,N
54.87011,33.34886,295.44,0.58,0.52,2025-04-19,58,N,VIIRS,n,2.0NRT,279.89,0.29,N
54.87066,33.32836,317.38,0.58,0.52,2025-04-19,58,N,VIIRS,n,2.0NRT,281.66,3.3,N
54.91499,31.35257,295.04,0.49,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,279.69,1.04,N
54.91924,31.36267,303.38,0.49,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,279.45,1.37,N
54.92126,31.36646,311.11,0.49,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,279.32,1.29,N
54.92334,31.36604,299.23,0.49,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,278.76,1.37,N
54.92537,31.36983,308.66,0.49,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,279.38,1.29,N
54.93155,31.37275,302.21,0.49,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,279.98,2.01,N
54.93357,31.37657,300.73,0.49,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,280.04,1.39,N
54.99615,32.10138,314.07,0.52,0.5,2025-04-19,58,N,VIIRS,n,2.0NRT,280.17,1.71,N
55.03118,31.93916,299.99,0.51,0.49,2025-04-19,58,N,VIIRS,n,2.0NRT,282.42,0.85,N
55.28617,32.35325,299.75,0.52,0.5,2025-04-19,58,N,VIIRS,n,2.0NRT,277.53,0.58,N
55.32608,41.74406,305.22,0.53,0.67,2025-04-19,58,N,VIIRS,n,2.0NRT,280.26,1.27,N
55.32912,41.74153,301.06,0.53,0.67,2025-04-19,58,N,VIIRS,n,2.0NRT,280.32,1.32,N
55.44156,42.14302,305.67,0.54,0.68,2025-04-19,58,N,VIIRS,n,2.0NRT,279.07,1.48,N
55.4453,42.14106,299.13,0.54,0.68,2025-04-19,58,N,VIIRS,n,2.0NRT,277.78,1.59,N
55.46301,42.14748,303.86,0.54,0.68,2025-04-19,58,N,VIIRS,n,2.0NRT,278.38,0.75,N
55.52771,31.33015,297.08,0.47,0.48,2025-04-19,58,N,VIIRS,n,2.0NRT,279.94,0.83,N
55.52919,31.3247,296.17,0.47,0.48,2025-04-19,58,N,VIIRS,n,2.0NRT,279.67,0.55,N
55.93275,30.0525,296.33,0.41,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,279.42,0.59,N
56.08923,44.17385,310.91,0.59,0.7,2025-04-19,58,N,VIIRS,n,2.0NRT,279.24,2.46,N
56.24794,30.48884,298.19,0.42,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,280.96,1.02,N
56.24955,30.48253,310.98,0.42,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,281.43,1.02,N
56.25556,30.26923,335.65,0.41,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,283.29,2.94,N
56.25937,30.27238,310.86,0.41,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,282.59,1.5,N
56.29169,30.51748,311.1,0.42,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,282.16,1.22,N
56.29532,30.74114,306.01,0.43,0.46,2025-04-19,58,N,VIIRS,n,2.0NRT,283.07,0.91,N
56.29621,30.6111,295.24,0.42,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,282.33,0.62,N
56.2986,30.83748,311.93,0.43,0.46,2025-04-19,58,N,VIIRS,n,2.0NRT,282.75,0.93,N
56.29917,30.74441,322.71,0.43,0.46,2025-04-19,58,N,VIIRS,n,2.0NRT,283.52,1.67,N
56.30081,30.73804,295.51,0.43,0.46,2025-04-19,58,N,VIIRS,n,2.0NRT,283.06,1.51,N
56.31719,30.09027,309.97,0.4,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,281.91,1.43,N
56.3182,30.09158,330.64,0.4,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,283.36,2.51,N
56.31943,30.09946,295.82,0.4,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,282.39,2.13,N
56.32096,30.09339,341.64,0.4,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,284.14,2.13,N
56.32321,30.10256,307.91,0.4,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,282.83,2.13,N
56.32475,30.09648,317.39,0.4,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,284.24,2.13,N
56.34274,30.3704,297.16,0.41,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,282.77,0.44,N
56.34566,30.39539,302.13,0.41,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,283.53,0.64,N
56.34966,30.36116,317.55,0.41,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,282.23,1.74,N
56.38129,30.60606,301.09,0.42,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,281.12,0.99,N
56.38352,30.61556,299.43,0.42,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,280.77,0.65,N
56.48248,30.35104,296.37,0.41,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,283.07,0.3,N
56.48479,30.35242,295.03,0.41,0.45,2025-04-19,58,N,VIIRS,n,2.0NRT,281.54,1.27,N
56.6021,30.21289,304.31,0.4,0.44,2025-04-19,58,N,VIIRS,n,2.0NRT,280.3,1.21,N
56.6316,30.07599,312.02,0.4,0.44,2025-04-19,58,N,VIIRS,n,2.0NRT,282.95,1.21,N
56.69183,22.5923,296.07,0.4,0.37,2025-04-19,58,N,VIIRS,n,2.0NRT,285.17,0.52,N
57.53522,39.77975,301.84,0.38,0.59,2025-04-19,58,N,VIIRS,n,2.0NRT,281.65,1.3,N
57.69078,33.94601,337.47,0.49,0.48,2025-04-19,58,N,VIIRS,n,2.0NRT,282.35,7.01,N
57.71074,18.8054,296.33,0.39,0.36,2025-04-19,58,N,VIIRS,n,2.0NRT,270.52,0.49,N
58.27555,6.89031,327.1,0.57,0.52,2025-04-19,58,N,VIIRS,n,2.0NRT,277.41,3.01,N
58.27819,6.89586,295.95,0.57,0.52,2025-04-19,58,N,VIIRS,n,2.0NRT,275.85,3.47,N
58.27859,6.88621,332.58,0.57,0.52,2025-04-19,58,N,VIIRS,n,2.0NRT,277.22,3.47,N
58.28041,6.89059,304.75,0.57,0.52,2025-04-19,58,N,VIIRS,n,2.0NRT,275.09,3.01,N
59.04248,30.61822,301.98,0.53,0.42,2025-04-19,58,N,VIIRS,n,2.0NRT,274.83,1.27,N
59.38355,28.46416,295.77,0.46,0.39,2025-04-19,58,N,VIIRS,n,2.0NRT,281.52,0.66,N
59.40209,28.48857,328.29,0.46,0.39,2025-04-19,58,N,VIIRS,n,2.0NRT,284.94,3.37,N
46.58781,32.55824,310.23,0.51,0.66,2025-04-19,100,N,VIIRS,n,2.0NRT,276.84,0.75,N
46.58799,32.55679,313.5,0.51,0.66,2025-04-19,100,N,VIIRS,n,2.0NRT,276.65,1.65,N
47.10406,37.3939,328.12,0.77,0.77,2025-04-19,100,N,VIIRS,n,2.0NRT,278.08,5.53,N
47.10576,37.40078,319.36,0.77,0.77,2025-04-19,100,N,VIIRS,n,2.0NRT,277.92,3.12,N
47.10936,37.39132,296.8,0.77,0.77,2025-04-19,100,N,VIIRS,n,2.0NRT,278.1,3.05,N
47.78406,29.01639,303,0.33,0.55,2025-04-19,100,N,VIIRS,n,2.0NRT,279.81,0.74,N
47.78703,29.01754,301.23,0.33,0.55,2025-04-19,100,N,VIIRS,n,2.0NRT,279.76,0.52,N
47.78981,28.95628,303.17,0.33,0.55,2025-04-19,100,N,VIIRS,n,2.0NRT,279.67,1.19,N
47.87119,35.16553,298.81,0.59,0.7,2025-04-19,100,N,VIIRS,n,2.0NRT,283.28,1.86,N
47.96524,33.38804,300.52,0.5,0.65,2025-04-19,100,N,VIIRS,n,2.0NRT,280.47,1.61,N
47.97053,33.3896,308.22,0.5,0.65,2025-04-19,100,N,VIIRS,n,2.0NRT,280.17,1.91,N
48.45618,17.1916,300.54,0.39,0.36,2025-04-19,100,N,VIIRS,n,2.0NRT,278.24,0.77,N
48.45816,38.77497,298.72,0.77,0.78,2025-04-19,100,N,VIIRS,n,2.0NRT,279.57,1.85,N
48.45945,17.19286,299.15,0.39,0.36,2025-04-19,100,N,VIIRS,n,2.0NRT,278.91,0.77,N
48.46199,38.76524,297.16,0.77,0.77,2025-04-19,100,N,VIIRS,n,2.0NRT,279.67,1.92,N
48.46574,38.75573,298.96,0.77,0.77,2025-04-19,100,N,VIIRS,n,2.0NRT,283.49,1.92,N
48.47125,34.6245,300.65,0.53,0.67,2025-04-19,100,N,VIIRS,n,2.0NRT,280.45,1.75,N
48.47285,34.62814,307.96,0.53,0.67,2025-04-19,100,N,VIIRS,n,2.0NRT,282.53,1.59,N
48.51889,34.63105,309.76,0.53,0.67,2025-04-19,100,N,VIIRS,n,2.0NRT,280.06,1.05,N
48.60408,21.18114,301.84,0.46,0.39,2025-04-19,100,N,VIIRS,n,2.0NRT,280.47,1.52,N
48.60533,21.17503,296.29,0.46,0.39,2025-04-19,100,N,VIIRS,n,2.0NRT,279.99,1.07,N
48.60759,21.18275,313.94,0.46,0.39,2025-04-19,100,N,VIIRS,n,2.0NRT,281.73,3.22,N
48.60883,21.17664,324.74,0.46,0.39,2025-04-19,100,N,VIIRS,n,2.0NRT,282.46,2.98,N
49.0165,34.23833,302.21,0.49,0.65,2025-04-19,100,N,VIIRS,n,2.0NRT,274.65,0.81,N
50.27154,28.25801,312.24,0.52,0.5,2025-04-19,100,N,VIIRS,n,2.0NRT,279.71,2.33,N
50.32851,19.28711,305.45,0.4,0.37,2025-04-19,100,N,VIIRS,n,2.0NRT,273.53,1.22,N
50.33181,19.28854,331.92,0.4,0.37,2025-04-19,100,N,VIIRS,n,2.0NRT,277.3,3.04,N
50.3351,19.28997,296.68,0.4,0.37,2025-04-19,100,N,VIIRS,n,2.0NRT,275.08,3.04,N
50.34043,19.3396,298.2,0.4,0.37,2025-04-19,100,N,VIIRS,n,2.0NRT,278.42,0.86,N
50.34141,19.33409,299.33,0.4,0.37,2025-04-19,100,N,VIIRS,n,2.0NRT,278.84,0.96,N
50.34498,19.29427,310.73,0.4,0.37,2025-04-19,100,N,VIIRS,n,2.0NRT,276.5,1.38,N
50.41636,18.14398,307.27,0.39,0.36,2025-04-19,100,N,VIIRS,n,2.0NRT,285.22,1.16,N
50.49112,19.45622,306.36,0.4,0.37,2025-04-19,100,N,VIIRS,n,2.0NRT,281.27,1.09,N
50.49244,19.46864,303.98,0.4,0.37,2025-04-19,100,N,VIIRS,n,2.0NRT,279.89,0.67,N
50.54479,26.25861,311.39,0.43,0.46,2025-04-19,100,N,VIIRS,n,2.0NRT,283.69,1.23,N
50.7606,25.68748,297.01,0.4,0.44,2025-04-19,100,N,VIIRS,n,2.0NRT,280.08,0.3,N
50.76366,5.67139,303.61,0.55,0.51,2025-04-19,100,N,VIIRS,n,2.0NRT,277.86,1.64,N
50.76371,5.66988,306.9,0.55,0.51,2025-04-19,100,N,VIIRS,n,2.0NRT,278.1,2.12,N
50.85271,28.93429,308.58,0.53,0.5,2025-04-19,100,N,VIIRS,n,2.0NRT,278.12,1.72,N
50.85463,28.92718,296.16,0.53,0.5,2025-04-19,100,N,VIIRS,n,2.0NRT,280.76,1.72,N
50.90131,30.83461,302.08,0.63,0.54,2025-04-19,100,N,VIIRS,n,2.0NRT,267.19,1.08,N
50.95472,28.07788,307.59,0.49,0.48,2025-04-19,100,N,VIIRS,n,2.0NRT,277.35,1.66,N
50.95891,28.08055,307.95,0.49,0.48,2025-04-19,100,N,VIIRS,n,2.0NRT,278.72,1.44,N
51.03588,28.83232,307.33,0.52,0.5,2025-04-19,100,N,VIIRS,n,2.0NRT,279.64,1.24,N
51.04507,2.29724,302.25,0.39,0.59,2025-04-19,100,N,VIIRS,n,2.0NRT,258.91,1.21,N
51.05682,28.82863,296.83,0.52,0.5,2025-04-19,100,N,VIIRS,n,2.0NRT,281.48,0.7,N
51.19409,27.87982,295.72,0.47,0.48,2025-04-19,100,N,VIIRS,n,2.0NRT,277.62,1.17,N
51.20091,27.86858,306.2,0.47,0.48,2025-04-19,100,N,VIIRS,n,2.0NRT,280,1.83,N
51.20147,27.86971,307.78,0.47,0.48,2025-04-19,100,N,VIIRS,n,2.0NRT,280.32,1.17,N
51.41208,27.88814,301.96,0.47,0.47,2025-04-19,100,N,VIIRS,n,2.0NRT,276.34,0.76,N
52.19897,26.18377,340.72,0.38,0.44,2025-04-19,100,N,VIIRS,n,2.0NRT,281.28,2,N
52.20276,26.18613,296.13,0.38,0.44,2025-04-19,100,N,VIIRS,n,2.0NRT,278.9,2,N
52.47549,4.58448,330.59,0.63,0.54,2025-04-19,100,N,VIIRS,n,2.0NRT,277.5,3.9,N
52.48013,4.59478,309.11,0.63,0.54,2025-04-19,100,N,VIIRS,n,2.0NRT,276.92,3.9,N
52.4852,4.59539,295.85,0.63,0.54,2025-04-19,100,N,VIIRS,n,2.0NRT,276.57,1.1,N
52.48563,4.58578,303.26,0.63,0.54,2025-04-19,100,N,VIIRS,n,2.0NRT,275.86,1.1,N
52.49265,4.61409,327.86,0.63,0.54,2025-04-19,100,N,VIIRS,n,2.0NRT,279.66,3.7,N
52.49448,4.61567,320.26,0.63,0.54,2025-04-19,100,N,VIIRS,n,2.0NRT,278.92,4.7,N
52.58454,19.66811,296.16,0.39,0.36,2025-04-19,100,N,VIIRS,n,2.0NRT,283.59,0.6,N
52.58715,19.6937,303.67,0.39,0.36,2025-04-19,100,N,VIIRS,n,2.0NRT,284.45,1.1,N
52.58942,19.70086,312.56,0.39,0.36,2025-04-19,100,N,VIIRS,n,2.0NRT,284.93,1.28,N
53.25907,24.45148,297.79,0.48,0.4,2025-04-19,100,N,VIIRS,n,2.0NRT,284.21,0.45,N
53.26902,24.44187,298.19,0.48,0.4,2025-04-19,100,N,VIIRS,n,2.0NRT,283.15,0.89,N
53.27141,24.44236,307.75,0.48,0.4,2025-04-19,100,N,VIIRS,n,2.0NRT,284.39,1.5,N
38.75103,26.93845,310.27,0.48,0.65,2025-04-19,102,N,VIIRS,n,2.0NRT,285.6,0.98,N
38.75253,26.9333,296.75,0.48,0.65,2025-04-19,102,N,VIIRS,n,2.0NRT,284.49,0.98,N
38.80258,26.93908,301.29,0.48,0.65,2025-04-19,102,N,VIIRS,n,2.0NRT,288.31,1.33,N
38.80624,26.93809,298.57,0.48,0.65,2025-04-19,102,N,VIIRS,n,2.0NRT,287.6,1.44,N
39.35306,22.98721,298.38,0.59,0.53,2025-04-19,102,N,VIIRS,n,2.0NRT,286.23,1.04,N
39.86601,26.24202,298.98,0.42,0.61,2025-04-19,102,N,VIIRS,n,2.0NRT,283.61,1.13,N
40.50368,17.21797,303.53,0.46,0.39,2025-04-19,102,N,VIIRS,n,2.0NRT,286.56,1.31,N
40.50472,17.21266,295.42,0.46,0.39,2025-04-19,102,N,VIIRS,n,2.0NRT,285.22,1.31,N
40.5128,17.20972,297.02,0.46,0.39,2025-04-19,102,N,VIIRS,n,2.0NRT,284.65,1.34,N
40.51736,17.20558,304.56,0.46,0.39,2025-04-19,102,N,VIIRS,n,2.0NRT,284.49,1.84,N
40.6995,22.95289,295.92,0.54,0.51,2025-04-19,102,N,VIIRS,n,2.0NRT,284.3,0.35,N
41.08458,20.00502,305.27,0.39,0.44,2025-04-19,102,N,VIIRS,n,2.0NRT,280.69,0.95,N
41.50302,19.74162,296.98,0.55,0.43,2025-04-19,102,N,VIIRS,n,2.0NRT,281.33,0.45,N
43.95285,18.23494,297.71,0.44,0.39,2025-04-19,102,N,VIIRS,n,2.0NRT,277.02,1.31,N
44.67977,10.06693,295.85,0.47,0.4,2025-04-19,102,N,VIIRS,n,2.0NRT,280.77,0.58,N
45.14626,9.94188,337.61,0.48,0.4,2025-04-19,102,N,VIIRS,n,2.0NRT,286.49,5.73,N
45.38225,11.94976,297.61,0.42,0.38,2025-04-19,102,N,VIIRS,n,2.0NRT,284.45,0.8,N
45.45204,18.03422,295.24,0.42,0.38,2025-04-19,102,N,VIIRS,n,2.0NRT,280.22,0.62,N
45.47832,10.21311,313.35,0.47,0.4,2025-04-19,102,N,VIIRS,n,2.0NRT,275.03,2.19,N
47.17391,7.564,310.15,0.42,0.45,2025-04-19,102,N,VIIRS,n,2.0NRT,277,2.24,N
47.83081,18.97687,317.17,0.42,0.37,2025-04-19,102,N,VIIRS,n,2.0NRT,279.28,1.88,N
48.14202,16.4985,295.06,0.38,0.36,2025-04-19,102,N,VIIRS,n,2.0NRT,278.27,0.76,N
49.35746,6.75157,307.35,0.48,0.48,2025-04-19,102,N,VIIRS,n,2.0NRT,276.76,1.56,N
49.35793,6.74485,305.43,0.48,0.48,2025-04-19,102,N,VIIRS,n,2.0NRT,278.14,2.13,N
49.50623,5.96154,299.32,0.52,0.5,2025-04-19,102,N,VIIRS,n,2.0NRT,270.85,0.77,N
27.11868,14.38726,301.11,0.55,0.43,2025-04-19,105,N,VIIRS,n,2.0NRT,289.06,0.95,N
27.11886,14.39093,303.66,0.56,0.43,2025-04-19,105,N,VIIRS,n,2.0NRT,289.23,0.59,N
27.57879,22.40416,301.39,0.53,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,286.45,1.62,N
27.57963,18.4704,301.11,0.62,0.54,2025-04-19,105,N,VIIRS,n,2.0NRT,285.5,0.55,N
27.57973,22.40391,320.12,0.53,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,287.66,1.76,N
27.58007,18.47051,311.57,0.62,0.54,2025-04-19,105,N,VIIRS,n,2.0NRT,285.63,1.78,N
27.58482,22.40614,310.21,0.53,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,286.93,1.62,N
27.58494,18.47188,307.34,0.62,0.54,2025-04-19,105,N,VIIRS,n,2.0NRT,285.89,1.78,N
27.58576,22.40591,299.36,0.53,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,286.44,0.55,N
27.59397,21.61892,301.91,0.48,0.64,2025-04-19,105,N,VIIRS,n,2.0NRT,288.52,0.61,N
27.64348,22.48301,301.04,0.53,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,286.48,1.31,N
27.64542,22.5009,338.57,0.53,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,291.02,5.63,N
27.65186,9.90205,303.9,0.39,0.36,2025-04-19,105,N,VIIRS,n,2.0NRT,291.19,0.35,N
27.65694,22.48171,300.65,0.53,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,286.56,1.87,N
27.70307,9.1733,332.01,0.38,0.36,2025-04-19,105,N,VIIRS,n,2.0NRT,293.52,2.23,N
27.72629,9.87997,321.35,0.39,0.36,2025-04-19,105,N,VIIRS,n,2.0NRT,291.39,1.38,N
27.73606,9.1798,333.33,0.38,0.36,2025-04-19,105,N,VIIRS,n,2.0NRT,293.5,2.59,N
27.75079,9.15077,308.25,0.38,0.36,2025-04-19,105,N,VIIRS,n,2.0NRT,292.08,0.72,N
27.81074,22.43401,331.68,0.52,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,288.54,2.55,N
27.81161,22.43303,334.25,0.52,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,288.27,3.49,N
27.92482,9.25106,333.56,0.38,0.36,2025-04-19,105,N,VIIRS,n,2.0NRT,291.08,2.98,N
27.93123,8.37367,330.15,0.39,0.36,2025-04-19,105,N,VIIRS,n,2.0NRT,294.61,2.94,N
27.9327,8.37672,315.91,0.39,0.36,2025-04-19,105,N,VIIRS,n,2.0NRT,290.01,0.57,N
27.9465,22.38355,304.18,0.52,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,286.5,0.8,N
27.94749,22.38319,296.92,0.52,0.67,2025-04-19,105,N,VIIRS,n,2.0NRT,286.43,0.67,N
27.98098,19.90414,306.5,0.37,0.58,2025-04-19,105,N,VIIRS,n,2.0NRT,286.5,3.6,N
